Sim_ID;Fracture_Case;HF_Case;K_min;K_max;Por_min;Por_max;Pore_pressure;Fracture_length_ft;Fracture_height_ft;Fracture_width_in;Fracture_perm_md;SF_Heat_Perf_kJ
3120;SF_BASE_CASE_MQR_003_253;116;0,0001;0,002;0,109;0,314;7000;600;200;0,1;190000;21915,68
3121;SF_BASE_CASE_MQR_003_253;116;0,001;0,02;0,00545;0,0157;7000;600;200;0,1;190000;43087,21
3122;SF_BASE_CASE_MQR_003_253;116;0,001;0,02;0,0545;0,157;7000;600;200;0,1;190000;74865,62
3123;SF_BASE_CASE_MQR_003_253;116;0,001;0,02;0,109;0,314;7000;600;200;0,1;190000;93914,83
3124;SF_BASE_CASE_MQR_003_253;116;0,00005;0,001;0,00545;0,0157;9000;600;200;0,1;190000;4788,47
3125;SF_BASE_CASE_MQR_003_253;116;0,00005;0,001;0,0545;0,157;9000;600;200;0,1;190000;11574,59
3126;SF_BASE_CASE_MQR_003_253;116;0,00005;0,001;0,109;0,314;9000;600;200;0,1;190000;16397,46
3127;SF_BASE_CASE_MQR_003_253;116;0,0001;0,002;0,00545;0,0157;9000;600;200;0,1;190000;8739,23
3128;SF_BASE_CASE_MQR_003_253;116;0,0001;0,002;0,0545;0,157;9000;600;200;0,1;190000;19564,9
3129;SF_BASE_CASE_MQR_003_253;116;0,0001;0,002;0,109;0,314;9000;600;200;0,1;190000;25969,36
3130;SF_BASE_CASE_MQR_003_253;116;0,001;0,02;0,00545;0,0157;9000;600;200;0,1;190000;53155,28
3131;SF_BASE_CASE_MQR_003_253;116;0,001;0,02;0,0545;0,157;9000;600;200;0,1;190000;90364,08
3132;SF_BASE_CASE_MQR_003_253;116;0,001;0,02;0,109;0,314;9000;600;200;0,1;190000;112887,3
3133;SF_BASE_CASE_MQR_003_254;117;0,00005;0,001;0,00545;0,0157;5000;700;200;0,1;190000;3448,83
3134;SF_BASE_CASE_MQR_003_254;117;0,00005;0,001;0,0545;0,157;5000;700;200;0,1;190000;9015,33
3135;SF_BASE_CASE_MQR_003_254;117;0,00005;0,001;0,109;0,314;5000;700;200;0,1;190000;12882,47
3136;SF_BASE_CASE_MQR_003_254;117;0,0001;0,002;0,00545;0,0157;5000;700;200;0,1;190000;6185,37
3137;SF_BASE_CASE_MQR_003_254;117;0,0001;0,002;0,0545;0,157;5000;700;200;0,1;190000;14626,76
3138;SF_BASE_CASE_MQR_003_254;117;0,0001;0,002;0,109;0,314;5000;700;200;0,1;190000;19679,99
3139;SF_BASE_CASE_MQR_003_254;117;0,001;0,02;0,00545;0,0157;5000;700;200;0,1;190000;34716,27
3140;SF_BASE_CASE_MQR_003_254;117;0,001;0,02;0,0545;0,157;5000;700;200;0,1;190000;64073,56
3141;SF_BASE_CASE_MQR_003_254;117;0,001;0,02;0,109;0,314;5000;700;200;0,1;190000;81542,38
3142;SF_BASE_CASE_MQR_003_254;117;0,00005;0,001;0,00545;0,0157;7000;700;200;0,1;190000;4574,78
3143;SF_BASE_CASE_MQR_003_254;117;0,00005;0,001;0,0545;0,157;7000;700;200;0,1;190000;11496,19
3144;SF_BASE_CASE_MQR_003_254;117;0,00005;0,001;0,109;0,314;7000;700;200;0,1;190000;16360,29
3145;SF_BASE_CASE_MQR_003_254;117;0,0001;0,002;0,00545;0,0157;7000;700;200;0,1;190000;8239,05
3146;SF_BASE_CASE_MQR_003_254;117;0,0001;0,002;0,0545;0,157;7000;700;200;0,1;190000;19053,57
3147;SF_BASE_CASE_MQR_003_254;117;0,0001;0,002;0,109;0,314;7000;700;200;0,1;190000;25488,77
3148;SF_BASE_CASE_MQR_003_254;117;0,001;0,02;0,00545;0,0157;7000;700;200;0,1;190000;47777,38
3149;SF_BASE_CASE_MQR_003_254;117;0,001;0,02;0,0545;0,157;7000;700;200;0,1;190000;85231,38
3150;SF_BASE_CASE_MQR_003_254;117;0,001;0,02;0,109;0,314;7000;700;200;0,1;190000;107643,8
3151;SF_BASE_CASE_MQR_003_254;117;0,00005;0,001;0,00545;0,0157;9000;700;200;0,1;190000;5514,96
3152;SF_BASE_CASE_MQR_003_254;117;0,00005;0,001;0,0545;0,157;9000;700;200;0,1;190000;13496,47
3153;SF_BASE_CASE_MQR_003_254;117;0,00005;0,001;0,109;0,314;9000;700;200;0,1;190000;19132,38
3154;SF_BASE_CASE_MQR_003_254;117;0,0001;0,002;0,00545;0,0157;9000;700;200;0,1;190000;9942,33
3155;SF_BASE_CASE_MQR_003_254;117;0,0001;0,002;0,0545;0,157;9000;700;200;0,1;190000;22681,96
3156;SF_BASE_CASE_MQR_003_254;117;0,0001;0,002;0,109;0,314;9000;700;200;0,1;190000;30190,4
3157;SF_BASE_CASE_MQR_003_254;117;0,001;0,02;0,00545;0,0157;9000;700;200;0,1;190000;58852,98
3158;SF_BASE_CASE_MQR_003_254;117;0,001;0,02;0,0545;0,157;9000;700;200;0,1;190000;102741,7
3159;SF_BASE_CASE_MQR_003_254;117;0,001;0,02;0,109;0,314;9000;700;200;0,1;190000;129244,1
3160;SF_BASE_CASE_MQR_003_255;118;0,00005;0,001;0,00545;0,0157;5000;800;200;0,1;190000;3876,64
3161;SF_BASE_CASE_MQR_003_255;118;0,00005;0,001;0,0545;0,157;5000;800;200;0,1;190000;10248,33
3162;SF_BASE_CASE_MQR_003_255;118;0,00005;0,001;0,109;0,314;5000;800;200;0,1;190000;14670,98
3163;SF_BASE_CASE_MQR_003_255;118;0,0001;0,002;0,00545;0,0157;5000;800;200;0,1;190000;6913,86
3164;SF_BASE_CASE_MQR_003_255;118;0,0001;0,002;0,0545;0,157;5000;800;200;0,1;190000;16573,31
3165;SF_BASE_CASE_MQR_003_255;118;0,0001;0,002;0,109;0,314;5000;800;200;0,1;190000;22358,16
3166;SF_BASE_CASE_MQR_003_255;118;0,001;0,02;0,00545;0,0157;5000;800;200;0,1;190000;37979,33
3167;SF_BASE_CASE_MQR_003_255;118;0,001;0,02;0,0545;0,157;5000;800;200;0,1;190000;71589,71
3168;SF_BASE_CASE_MQR_003_255;118;0,001;0,02;0,109;0,314;5000;800;200;0,1;190000;91575,66
3169;SF_BASE_CASE_MQR_003_255;118;0,00005;0,001;0,00545;0,0157;7000;800;200;0,1;190000;5134,44
3170;SF_BASE_CASE_MQR_003_255;118;0,00005;0,001;0,0545;0,157;7000;800;200;0,1;190000;13057,97
3171;SF_BASE_CASE_MQR_003_255;118;0,00005;0,001;0,109;0,314;7000;800;200;0,1;190000;18621,77
3172;SF_BASE_CASE_MQR_003_255;118;0,0001;0,002;0,00545;0,0157;7000;800;200;0,1;190000;9189,93
3173;SF_BASE_CASE_MQR_003_255;118;0,0001;0,002;0,0545;0,157;7000;800;200;0,1;190000;21556,74
3174;SF_BASE_CASE_MQR_003_255;118;0,0001;0,002;0,109;0,314;7000;800;200;0,1;190000;28925,42
3175;SF_BASE_CASE_MQR_003_255;118;0,001;0,02;0,00545;0,0157;7000;800;200;0,1;190000;52147,71
3176;SF_BASE_CASE_MQR_003_255;118;0,001;0,02;0,0545;0,157;7000;800;200;0,1;190000;95030,02
3177;SF_BASE_CASE_MQR_003_255;118;0,001;0,02;0,109;0,314;7000;800;200;0,1;190000;120673,7
3178;SF_BASE_CASE_MQR_003_255;118;0,00005;0,001;0,00545;0,0157;9000;800;200;0,1;190000;6182,88
3179;SF_BASE_CASE_MQR_003_255;118;0,00005;0,001;0,0545;0,157;9000;800;200;0,1;190000;15323,45
3180;SF_BASE_CASE_MQR_003_255;118;0,00005;0,001;0,109;0,314;9000;800;200;0,1;190000;21767,39
3181;SF_BASE_CASE_MQR_003_255;118;0,0001;0,002;0,00545;0,0157;9000;800;200;0,1;190000;11065,91
3182;SF_BASE_CASE_MQR_003_255;118;0,0001;0,002;0,0545;0,157;9000;800;200;0,1;190000;25644,56
3183;SF_BASE_CASE_MQR_003_255;118;0,0001;0,002;0,109;0,314;9000;800;200;0,1;190000;34252
3184;SF_BASE_CASE_MQR_003_255;118;0,001;0,02;0,00545;0,0157;9000;800;200;0,1;190000;64147,65
3185;SF_BASE_CASE_MQR_003_255;118;0,001;0,02;0,0545;0,157;9000;800;200;0,1;190000;114366,5
3186;SF_BASE_CASE_MQR_003_255;118;0,001;0,02;0,109;0,314;9000;800;200;0,1;190000;144722,6
3187;SF_BASE_CASE_MQR_003_256;119;0,00005;0,001;0,00545;0,0157;5000;900;200;0,1;190000;4289,03
3188;SF_BASE_CASE_MQR_003_256;119;0,00005;0,001;0,0545;0,157;5000;900;200;0,1;190000;11462,17
3189;SF_BASE_CASE_MQR_003_256;119;0,00005;0,001;0,109;0,314;5000;900;200;0,1;190000;16433,31
3190;SF_BASE_CASE_MQR_003_256;119;0,0001;0,002;0,00545;0,0157;5000;900;200;0,1;190000;7622,01
3191;SF_BASE_CASE_MQR_003_256;119;0,0001;0,002;0,0545;0,157;5000;900;200;0,1;190000;18490,19
3192;SF_BASE_CASE_MQR_003_256;119;0,0001;0,002;0,109;0,314;5000;900;200;0,1;190000;24996,29
3193;SF_BASE_CASE_MQR_003_256;119;0,001;0,02;0,00545;0,0157;5000;900;200;0,1;190000;41227,83
3194;SF_BASE_CASE_MQR_003_256;119;0,001;0,02;0,0545;0,157;5000;900;200;0,1;190000;78999,52
3195;SF_BASE_CASE_MQR_003_256;119;0,001;0,02;0,109;0,314;5000;900;200;0,1;190000;101489,6
3196;SF_BASE_CASE_MQR_003_256;119;0,00005;0,001;0,00545;0,0157;7000;900;200;0,1;190000;5671,84
3197;SF_BASE_CASE_MQR_003_256;119;0,00005;0,001;0,0545;0,157;7000;900;200;0,1;190000;14591,62
3198;SF_BASE_CASE_MQR_003_256;119;0,00005;0,001;0,109;0,314;7000;900;200;0,1;190000;20848,15
3199;SF_BASE_CASE_MQR_003_256;119;0,0001;0,002;0,00545;0,0157;7000;900;200;0,1;190000;10114,16
3200;SF_BASE_CASE_MQR_003_256;119;0,0001;0,002;0,0545;0,157;7000;900;200;0,1;190000;24030,31
3201;SF_BASE_CASE_MQR_003_256;119;0,0001;0,002;0,109;0,314;7000;900;200;0,1;190000;32320,58
3202;SF_BASE_CASE_MQR_003_256;119;0,001;0,02;0,00545;0,0157;7000;900;200;0,1;190000;56466,59
3203;SF_BASE_CASE_MQR_003_256;119;0,001;0,02;0,0545;0,157;7000;900;200;0,1;190000;104719,2
3204;SF_BASE_CASE_MQR_003_256;119;0,001;0,02;0,109;0,314;7000;900;200;0,1;190000;133513,9
3205;SF_BASE_CASE_MQR_003_256;119;0,00005;0,001;0,00545;0,0157;9000;900;200;0,1;190000;6822,69
3206;SF_BASE_CASE_MQR_003_256;119;0,00005;0,001;0,0545;0,157;9000;900;200;0,1;190000;17114,49
3207;SF_BASE_CASE_MQR_003_256;119;0,00005;0,001;0,109;0,314;9000;900;200;0,1;190000;24360,18
3208;SF_BASE_CASE_MQR_003_256;119;0,0001;0,002;0,00545;0,0157;9000;900;200;0,1;190000;12174,93
3209;SF_BASE_CASE_MQR_003_256;119;0,0001;0,002;0,0545;0,157;9000;900;200;0,1;190000;28573,35
3210;SF_BASE_CASE_MQR_003_256;119;0,0001;0,002;0,109;0,314;9000;900;200;0,1;190000;38252,37
3211;SF_BASE_CASE_MQR_003_256;119;0,001;0,02;0,00545;0,0157;9000;900;200;0,1;190000;69356,45
3212;SF_BASE_CASE_MQR_003_256;119;0,001;0,02;0,0545;0,157;9000;900;200;0,1;190000;125936,2
3213;SF_BASE_CASE_MQR_003_256;119;0,001;0,02;0,109;0,314;9000;900;200;0,1;190000;160020,8
3214;SF_BASE_CASE_MQR_003_257;120;0,00005;0,001;0,00545;0,0157;5000;1000;200;0,1;190000;4700,28
3215;SF_BASE_CASE_MQR_003_257;120;0,00005;0,001;0,0545;0,157;5000;1000;200;0,1;190000;12650,58
3216;SF_BASE_CASE_MQR_003_257;120;0,00005;0,001;0,109;0,314;5000;1000;200;0,1;190000;18157,44
3217;SF_BASE_CASE_MQR_003_257;120;0,0001;0,002;0,00545;0,0157;5000;1000;200;0,1;190000;8335,78
3218;SF_BASE_CASE_MQR_003_257;120;0,0001;0,002;0,0545;0,157;5000;1000;200;0,1;190000;20382,07
3219;SF_BASE_CASE_MQR_003_257;120;0,0001;0,002;0,109;0,314;5000;1000;200;0,1;190000;27596,68
3220;SF_BASE_CASE_MQR_003_257;120;0,001;0,02;0,00545;0,0157;5000;1000;200;0,1;190000;44397,25
3221;SF_BASE_CASE_MQR_003_257;120;0,001;0,02;0,0545;0,157;5000;1000;200;0,1;190000;86322,41
3222;SF_BASE_CASE_MQR_003_257;120;0,001;0,02;0,109;0,314;5000;1000;200;0,1;190000;111284,5
3223;SF_BASE_CASE_MQR_003_257;120;0,00005;0,001;0,00545;0,0157;7000;1000;200;0,1;190000;6208,88
3224;SF_BASE_CASE_MQR_003_257;120;0,00005;0,001;0,0545;0,157;7000;1000;200;0,1;190000;16097,17
3225;SF_BASE_CASE_MQR_003_257;120;0,00005;0,001;0,109;0,314;7000;1000;200;0,1;190000;23028,14
3226;SF_BASE_CASE_MQR_003_257;120;0,0001;0,002;0,00545;0,0157;7000;1000;200;0,1;190000;11046,87
3227;SF_BASE_CASE_MQR_003_257;120;0,0001;0,002;0,0545;0,157;7000;1000;200;0,1;190000;26473,59
3228;SF_BASE_CASE_MQR_003_257;120;0,0001;0,002;0,109;0,314;7000;1000;200;0,1;190000;35662,96
3229;SF_BASE_CASE_MQR_003_257;120;0,001;0,02;0,00545;0,0157;7000;1000;200;0,1;190000;60714,48
3230;SF_BASE_CASE_MQR_003_257;120;0,001;0,02;0,0545;0,157;7000;1000;200;0,1;190000;114371,9
3231;SF_BASE_CASE_MQR_003_257;120;0,001;0,02;0,109;0,314;7000;1000;200;0,1;190000;146295,1
3232;SF_BASE_CASE_MQR_003_257;120;0,00005;0,001;0,00545;0,0157;9000;1000;200;0,1;190000;7463,6
3233;SF_BASE_CASE_MQR_003_257;120;0,00005;0,001;0,0545;0,157;9000;1000;200;0,1;190000;18872,61
3234;SF_BASE_CASE_MQR_003_257;120;0,00005;0,001;0,109;0,314;9000;1000;200;0,1;190000;26900,58
3235;SF_BASE_CASE_MQR_003_257;120;0,0001;0,002;0,00545;0,0157;9000;1000;200;0,1;190000;13285,87
3236;SF_BASE_CASE_MQR_003_257;120;0,0001;0,002;0,0545;0,157;9000;1000;200;0,1;190000;31462,58
3237;SF_BASE_CASE_MQR_003_257;120;0,0001;0,002;0,109;0,314;9000;1000;200;0,1;190000;42198,28
3238;SF_BASE_CASE_MQR_003_257;120;0,001;0,02;0,00545;0,0157;9000;1000;200;0,1;190000;74531,56
3239;SF_BASE_CASE_MQR_003_257;120;0,001;0,02;0,0545;0,157;9000;1000;200;0,1;190000;137413
3240;SF_BASE_CASE_MQR_003_257;120;0,001;0,02;0,109;0,314;9000;1000;200;0,1;190000;175171,9
3241;SF_BASE_CASE_MQR_003_258;121;0,00005;0,001;0,00545;0,0157;5000;100;250;0,1;30000;1024,58
3242;SF_BASE_CASE_MQR_003_258;121;0,00005;0,001;0,0545;0,157;5000;100;250;0,1;30000;2066,33
3243;SF_BASE_CASE_MQR_003_258;121;0,00005;0,001;0,109;0,314;5000;100;250;0,1;30000;2781,65
3244;SF_BASE_CASE_MQR_003_258;121;0,0001;0,002;0,00545;0,0157;5000;100;250;0,1;30000;2055,52
3245;SF_BASE_CASE_MQR_003_258;121;0,0001;0,002;0,0545;0,157;5000;100;250;0,1;30000;3589,77
3246;SF_BASE_CASE_MQR_003_258;121;0,0001;0,002;0,109;0,314;5000;100;250;0,1;30000;4516,66
3247;SF_BASE_CASE_MQR_003_258;121;0,001;0,02;0,00545;0,0157;5000;100;250;0,1;30000;15270,95
3248;SF_BASE_CASE_MQR_003_258;121;0,001;0,02;0,0545;0,157;5000;100;250;0,1;30000;21293,52
3249;SF_BASE_CASE_MQR_003_258;121;0,001;0,02;0,109;0,314;5000;100;250;0,1;30000;24503,84
3250;SF_BASE_CASE_MQR_003_258;121;0,00005;0,001;0,00545;0,0157;7000;100;250;0,1;30000;1402,61
3251;SF_BASE_CASE_MQR_003_258;121;0,00005;0,001;0,0545;0,157;7000;100;250;0,1;30000;2695,02
3252;SF_BASE_CASE_MQR_003_258;121;0,00005;0,001;0,109;0,314;7000;100;250;0,1;30000;3595,78
3253;SF_BASE_CASE_MQR_003_258;121;0,0001;0,002;0,00545;0,0157;7000;100;250;0,1;30000;2831,73
3254;SF_BASE_CASE_MQR_003_258;121;0,0001;0,002;0,0545;0,157;7000;100;250;0,1;30000;4798,95
3255;SF_BASE_CASE_MQR_003_258;121;0,0001;0,002;0,109;0,314;7000;100;250;0,1;30000;5970,79
3256;SF_BASE_CASE_MQR_003_258;121;0,001;0,02;0,00545;0,0157;7000;100;250;0,1;30000;21457,99
3257;SF_BASE_CASE_MQR_003_258;121;0,001;0,02;0,0545;0,157;7000;100;250;0,1;30000;29312,52
3258;SF_BASE_CASE_MQR_003_258;121;0,001;0,02;0,109;0,314;7000;100;250;0,1;30000;33480,19
3259;SF_BASE_CASE_MQR_003_258;121;0,00005;0,001;0,00545;0,0157;9000;100;250;0,1;30000;1722,35
3260;SF_BASE_CASE_MQR_003_258;121;0,00005;0,001;0,0545;0,157;9000;100;250;0,1;30000;3213,78
3261;SF_BASE_CASE_MQR_003_258;121;0,00005;0,001;0,109;0,314;9000;100;250;0,1;30000;4261,37
3262;SF_BASE_CASE_MQR_003_258;121;0,0001;0,002;0,00545;0,0157;9000;100;250;0,1;30000;3489,95
3263;SF_BASE_CASE_MQR_003_258;121;0,0001;0,002;0,0545;0,157;9000;100;250;0,1;30000;5809,15
3264;SF_BASE_CASE_MQR_003_258;121;0,0001;0,002;0,109;0,314;9000;100;250;0,1;30000;7176,92
3265;SF_BASE_CASE_MQR_003_258;121;0,001;0,02;0,00545;0,0157;9000;100;250;0,1;30000;26748,43
3266;SF_BASE_CASE_MQR_003_258;121;0,001;0,02;0,0545;0,157;9000;100;250;0,1;30000;36110,83
3267;SF_BASE_CASE_MQR_003_258;121;0,001;0,02;0,109;0,314;9000;100;250;0,1;30000;41064,51
3268;SF_BASE_CASE_MQR_003_259;122;0,00005;0,001;0,00545;0,0157;5000;200;250;0,1;30000;1593,6
3269;SF_BASE_CASE_MQR_003_259;122;0,00005;0,001;0,0545;0,157;5000;200;250;0,1;30000;3579,36
3270;SF_BASE_CASE_MQR_003_259;122;0,00005;0,001;0,109;0,314;5000;200;250;0,1;30000;4957,53
3271;SF_BASE_CASE_MQR_003_259;122;0,0001;0,002;0,00545;0,0157;5000;200;250;0,1;30000;3068,55
3272;SF_BASE_CASE_MQR_003_259;122;0,0001;0,002;0,0545;0,157;5000;200;250;0,1;30000;6063,07
3273;SF_BASE_CASE_MQR_003_259;122;0,0001;0,002;0,109;0,314;5000;200;250;0,1;30000;7862,04
3274;SF_BASE_CASE_MQR_003_259;122;0,001;0,02;0,00545;0,0157;5000;200;250;0,1;30000;20603,45
3275;SF_BASE_CASE_MQR_003_259;122;0,001;0,02;0,0545;0,157;5000;200;250;0,1;30000;31529,55
3276;SF_BASE_CASE_MQR_003_259;122;0,001;0,02;0,109;0,314;5000;200;250;0,1;30000;37707,95
3277;SF_BASE_CASE_MQR_003_259;122;0,00005;0,001;0,00545;0,0157;7000;200;250;0,1;30000;2154,16
3278;SF_BASE_CASE_MQR_003_259;122;0,00005;0,001;0,0545;0,157;7000;200;250;0,1;30000;4617,19
3279;SF_BASE_CASE_MQR_003_259;122;0,00005;0,001;0,109;0,314;7000;200;250;0,1;30000;6347,83
3280;SF_BASE_CASE_MQR_003_259;122;0,0001;0,002;0,00545;0,0157;7000;200;250;0,1;30000;4173,5
3281;SF_BASE_CASE_MQR_003_259;122;0,0001;0,002;0,0545;0,157;7000;200;250;0,1;30000;8005,36
3282;SF_BASE_CASE_MQR_003_259;122;0,0001;0,002;0,109;0,314;7000;200;250;0,1;30000;10291,26
3283;SF_BASE_CASE_MQR_003_259;122;0,001;0,02;0,00545;0,0157;7000;200;250;0,1;30000;28756,65
3284;SF_BASE_CASE_MQR_003_259;122;0,001;0,02;0,0545;0,157;7000;200;250;0,1;30000;42877,73
3285;SF_BASE_CASE_MQR_003_259;122;0,001;0,02;0,109;0,314;7000;200;250;0,1;30000;50788,24
3286;SF_BASE_CASE_MQR_003_259;122;0,00005;0,001;0,00545;0,0157;9000;200;250;0,1;30000;2625,76
3287;SF_BASE_CASE_MQR_003_259;122;0,00005;0,001;0,0545;0,157;9000;200;250;0,1;30000;5466,88
3288;SF_BASE_CASE_MQR_003_259;122;0,00005;0,001;0,109;0,314;9000;200;250;0,1;30000;7471,71
3289;SF_BASE_CASE_MQR_003_259;122;0,0001;0,002;0,00545;0,0157;9000;200;250;0,1;30000;5106,64
3290;SF_BASE_CASE_MQR_003_259;122;0,0001;0,002;0,0545;0,157;9000;200;250;0,1;30000;9616,18
3291;SF_BASE_CASE_MQR_003_259;122;0,0001;0,002;0,109;0,314;9000;200;250;0,1;30000;12286,44
3292;SF_BASE_CASE_MQR_003_259;122;0,001;0,02;0,00545;0,0157;9000;200;250;0,1;30000;35700,73
3293;SF_BASE_CASE_MQR_003_259;122;0,001;0,02;0,0545;0,157;9000;200;250;0,1;30000;52406,05
3294;SF_BASE_CASE_MQR_003_259;122;0,001;0,02;0,109;0,314;9000;200;250;0,1;30000;61782,89
3295;SF_BASE_CASE_MQR_003_260;123;0,00005;0,001;0,00545;0,0157;5000;300;250;0,1;30000;2158,83
3296;SF_BASE_CASE_MQR_003_260;123;0,00005;0,001;0,0545;0,157;5000;300;250;0,1;30000;5118,78
3297;SF_BASE_CASE_MQR_003_260;123;0,00005;0,001;0,109;0,314;5000;300;250;0,1;30000;7164,59
3298;SF_BASE_CASE_MQR_003_260;123;0,0001;0,002;0,00545;0,0157;5000;300;250;0,1;30000;4030,18
3299;SF_BASE_CASE_MQR_003_260;123;0,0001;0,002;0,0545;0,157;5000;300;250;0,1;30000;8550,37
3300;SF_BASE_CASE_MQR_003_260;123;0,0001;0,002;0,109;0,314;5000;300;250;0,1;30000;11238,64
3301;SF_BASE_CASE_MQR_003_260;123;0,001;0,02;0,00545;0,0157;5000;300;250;0,1;30000;25207,38
3302;SF_BASE_CASE_MQR_003_260;123;0,001;0,02;0,0545;0,157;5000;300;250;0,1;30000;41231,98
3303;SF_BASE_CASE_MQR_003_260;123;0,001;0,02;0,109;0,314;5000;300;250;0,1;30000;50505,66
3304;SF_BASE_CASE_MQR_003_260;123;0,00005;0,001;0,00545;0,0157;7000;300;250;0,1;30000;2895,58
3305;SF_BASE_CASE_MQR_003_260;123;0,00005;0,001;0,0545;0,157;7000;300;250;0,1;30000;6574,69
3306;SF_BASE_CASE_MQR_003_260;123;0,00005;0,001;0,109;0,314;7000;300;250;0,1;30000;9144,37
3307;SF_BASE_CASE_MQR_003_260;123;0,0001;0,002;0,00545;0,0157;7000;300;250;0,1;30000;5434,93
3308;SF_BASE_CASE_MQR_003_260;123;0,0001;0,002;0,0545;0,157;7000;300;250;0,1;30000;11221,59
3309;SF_BASE_CASE_MQR_003_260;123;0,0001;0,002;0,109;0,314;7000;300;250;0,1;30000;14647,07
3310;SF_BASE_CASE_MQR_003_260;123;0,001;0,02;0,00545;0,0157;7000;300;250;0,1;30000;34989,78
3311;SF_BASE_CASE_MQR_003_260;123;0,001;0,02;0,0545;0,157;7000;300;250;0,1;30000;55581,24
3312;SF_BASE_CASE_MQR_003_260;123;0,001;0,02;0,109;0,314;7000;300;250;0,1;30000;67458,77
3313;SF_BASE_CASE_MQR_003_260;123;0,00005;0,001;0,00545;0,0157;9000;300;250;0,1;30000;3513,65
3314;SF_BASE_CASE_MQR_003_260;123;0,00005;0,001;0,0545;0,157;9000;300;250;0,1;30000;7761,1
3315;SF_BASE_CASE_MQR_003_260;123;0,00005;0,001;0,109;0,314;9000;300;250;0,1;30000;10738,37
3316;SF_BASE_CASE_MQR_003_260;123;0,0001;0,002;0,00545;0,0157;9000;300;250;0,1;30000;6611,67
3317;SF_BASE_CASE_MQR_003_260;123;0,0001;0,002;0,0545;0,157;9000;300;250;0,1;30000;13430,25
3318;SF_BASE_CASE_MQR_003_260;123;0,0001;0,002;0,109;0,314;9000;300;250;0,1;30000;17435,05
3319;SF_BASE_CASE_MQR_003_260;123;0,001;0,02;0,00545;0,0157;9000;300;250;0,1;30000;43312,29
3320;SF_BASE_CASE_MQR_003_260;123;0,001;0,02;0,0545;0,157;9000;300;250;0,1;30000;67616,76
3321;SF_BASE_CASE_MQR_003_260;123;0,001;0,02;0,109;0,314;9000;300;250;0,1;30000;81639,25
3322;SF_BASE_CASE_MQR_003_261;124;0,00005;0,001;0,00545;0,0157;5000;400;250;0,1;30000;2689,2
3323;SF_BASE_CASE_MQR_003_261;124;0,00005;0,001;0,0545;0,157;5000;400;250;0,1;30000;6598,68
3324;SF_BASE_CASE_MQR_003_261;124;0,00005;0,001;0,109;0,314;5000;400;250;0,1;30000;9289,43
3325;SF_BASE_CASE_MQR_003_261;124;0,0001;0,002;0,00545;0,0157;5000;400;250;0,1;30000;4931,5
3326;SF_BASE_CASE_MQR_003_261;124;0,0001;0,002;0,0545;0,157;5000;400;250;0,1;30000;10913,84
3327;SF_BASE_CASE_MQR_003_261;124;0,0001;0,002;0,109;0,314;5000;400;250;0,1;30000;14456,72
3328;SF_BASE_CASE_MQR_003_261;124;0,001;0,02;0,00545;0,0157;5000;400;250;0,1;30000;29322,39
3329;SF_BASE_CASE_MQR_003_261;124;0,001;0,02;0,0545;0,157;5000;400;250;0,1;30000;50372,99
3330;SF_BASE_CASE_MQR_003_261;124;0,001;0,02;0,109;0,314;5000;400;250;0,1;30000;62652,53
3331;SF_BASE_CASE_MQR_003_261;124;0,00005;0,001;0,00545;0,0157;7000;400;250;0,1;30000;3589,24
3332;SF_BASE_CASE_MQR_003_261;124;0,00005;0,001;0,0545;0,157;7000;400;250;0,1;30000;8452,91
3333;SF_BASE_CASE_MQR_003_261;124;0,00005;0,001;0,109;0,314;7000;400;250;0,1;30000;11837,33
3334;SF_BASE_CASE_MQR_003_261;124;0,0001;0,002;0,00545;0,0157;7000;400;250;0,1;30000;6610,29
3335;SF_BASE_CASE_MQR_003_261;124;0,0001;0,002;0,0545;0,157;7000;400;250;0,1;30000;14277,74
3336;SF_BASE_CASE_MQR_003_261;124;0,0001;0,002;0,109;0,314;7000;400;250;0,1;30000;18793,67
3337;SF_BASE_CASE_MQR_003_261;124;0,001;0,02;0,00545;0,0157;7000;400;250;0,1;30000;40531,45
3338;SF_BASE_CASE_MQR_003_261;124;0,001;0,02;0,0545;0,157;7000;400;250;0,1;30000;67514,71
3339;SF_BASE_CASE_MQR_003_261;124;0,001;0,02;0,109;0,314;7000;400;250;0,1;30000;83241,92
3340;SF_BASE_CASE_MQR_003_261;124;0,00005;0,001;0,00545;0,0157;9000;400;250;0,1;30000;4341,53
3341;SF_BASE_CASE_MQR_003_261;124;0,00005;0,001;0,0545;0,157;9000;400;250;0,1;30000;9959,15
3342;SF_BASE_CASE_MQR_003_261;124;0,00005;0,001;0,109;0,314;9000;400;250;0,1;30000;13882,44
3343;SF_BASE_CASE_MQR_003_261;124;0,0001;0,002;0,00545;0,0157;9000;400;250;0,1;30000;8010,96
3344;SF_BASE_CASE_MQR_003_261;124;0,0001;0,002;0,0545;0,157;9000;400;250;0,1;30000;17051,89
3345;SF_BASE_CASE_MQR_003_261;124;0,0001;0,002;0,109;0,314;9000;400;250;0,1;30000;22334,8
3346;SF_BASE_CASE_MQR_003_261;124;0,001;0,02;0,00545;0,0157;9000;400;250;0,1;30000;50053,99
3347;SF_BASE_CASE_MQR_003_261;124;0,001;0,02;0,0545;0,157;9000;400;250;0,1;30000;81852,36
