Sim_ID;Fracture_Case;HF_Case;K_min;K_max;Por_min;Por_max;Pore_pressure;Fracture_length_ft;Fracture_height_ft;Fracture_width_in;Fracture_perm_md;SF_Heat_Perf_kJ
6707;SF_BASE_CASE_MQR_003_386;249;0,00005;0,001;0,0545;0,157;7000;900;450;0,1;30000;29398,46
6708;SF_BASE_CASE_MQR_003_386;249;0,00005;0,001;0,109;0,314;7000;900;450;0,1;30000;41322,14
6709;SF_BASE_CASE_MQR_003_386;249;0,0001;0,002;0,00545;0,0157;7000;900;450;0,1;30000;19466,28
6710;SF_BASE_CASE_MQR_003_386;249;0,0001;0,002;0,0545;0,157;7000;900;450;0,1;30000;48261,66
6711;SF_BASE_CASE_MQR_003_386;249;0,0001;0,002;0,109;0,314;7000;900;450;0,1;30000;64521,86
6712;SF_BASE_CASE_MQR_003_386;249;0,001;0,02;0,00545;0,0157;7000;900;450;0,1;30000;94752,96
6713;SF_BASE_CASE_MQR_003_386;249;0,001;0,02;0,0545;0,157;7000;900;450;0,1;30000;196259,4
6714;SF_BASE_CASE_MQR_003_386;249;0,001;0,02;0,109;0,314;7000;900;450;0,1;30000;254600,3
6715;SF_BASE_CASE_MQR_003_386;249;0,00005;0,001;0,00545;0,0157;9000;900;450;0,1;30000;13490,46
6716;SF_BASE_CASE_MQR_003_386;249;0,00005;0,001;0,0545;0,157;9000;900;450;0,1;30000;34554,91
6717;SF_BASE_CASE_MQR_003_386;249;0,00005;0,001;0,109;0,314;9000;900;450;0,1;30000;48513,91
6718;SF_BASE_CASE_MQR_003_386;249;0,0001;0,002;0,00545;0,0157;9000;900;450;0,1;30000;23292,7
6719;SF_BASE_CASE_MQR_003_386;249;0,0001;0,002;0,0545;0,157;9000;900;450;0,1;30000;57364,93
6720;SF_BASE_CASE_MQR_003_386;249;0,0001;0,002;0,109;0,314;9000;900;450;0,1;30000;76521,43
6721;SF_BASE_CASE_MQR_003_386;249;0,001;0,02;0,00545;0,0157;9000;900;450;0,1;30000;115219,5
6722;SF_BASE_CASE_MQR_003_386;249;0,001;0,02;0,0545;0,157;9000;900;450;0,1;30000;234988,7
6723;SF_BASE_CASE_MQR_003_386;249;0,001;0,02;0,109;0,314;9000;900;450;0,1;30000;304007
6724;SF_BASE_CASE_MQR_003_387;250;0,00005;0,001;0,00545;0,0157;5000;1000;450;0,1;30000;9425,57
6725;SF_BASE_CASE_MQR_003_387;250;0,00005;0,001;0,0545;0,157;5000;1000;450;0,1;30000;25292,04
6726;SF_BASE_CASE_MQR_003_387;250;0,00005;0,001;0,109;0,314;5000;1000;450;0,1;30000;35480,83
6727;SF_BASE_CASE_MQR_003_387;250;0,0001;0,002;0,00545;0,0157;5000;1000;450;0,1;30000;16231,79
6728;SF_BASE_CASE_MQR_003_387;250;0,0001;0,002;0,0545;0,157;5000;1000;450;0,1;30000;40833,21
6729;SF_BASE_CASE_MQR_003_387;250;0,0001;0,002;0,109;0,314;5000;1000;450;0,1;30000;54633,66
6730;SF_BASE_CASE_MQR_003_387;250;0,001;0,02;0,00545;0,0157;5000;1000;450;0,1;30000;75669,02
6731;SF_BASE_CASE_MQR_003_387;250;0,001;0,02;0,0545;0,157;5000;1000;450;0,1;30000;163007,5
6732;SF_BASE_CASE_MQR_003_387;250;0,001;0,02;0,109;0,314;5000;1000;450;0,1;30000;212774,2
6733;SF_BASE_CASE_MQR_003_387;250;0,00005;0,001;0,00545;0,0157;7000;1000;450;0,1;30000;12347,95
6734;SF_BASE_CASE_MQR_003_387;250;0,00005;0,001;0,0545;0,157;7000;1000;450;0,1;30000;32300,4
6735;SF_BASE_CASE_MQR_003_387;250;0,00005;0,001;0,109;0,314;7000;1000;450;0,1;30000;45330,79
6736;SF_BASE_CASE_MQR_003_387;250;0,0001;0,002;0,00545;0,0157;7000;1000;450;0,1;30000;21272,58
6737;SF_BASE_CASE_MQR_003_387;250;0,0001;0,002;0,0545;0,157;7000;1000;450;0,1;30000;53019,07
6738;SF_BASE_CASE_MQR_003_387;250;0,0001;0,002;0,109;0,314;7000;1000;450;0,1;30000;70835,09
6739;SF_BASE_CASE_MQR_003_387;250;0,001;0,02;0,00545;0,0157;7000;1000;450;0,1;30000;101545,8
6740;SF_BASE_CASE_MQR_003_387;250;0,001;0,02;0,0545;0,157;7000;1000;450;0,1;30000;213946,9
6741;SF_BASE_CASE_MQR_003_387;250;0,001;0,02;0,109;0,314;7000;1000;450;0,1;30000;278206,4
6742;SF_BASE_CASE_MQR_003_387;250;0,00005;0,001;0,00545;0,0157;9000;1000;450;0,1;30000;14769
6743;SF_BASE_CASE_MQR_003_387;250;0,00005;0,001;0,0545;0,157;9000;1000;450;0,1;30000;37970,41
6744;SF_BASE_CASE_MQR_003_387;250;0,00005;0,001;0,109;0,314;9000;1000;450;0,1;30000;53250,06
6745;SF_BASE_CASE_MQR_003_387;250;0,0001;0,002;0,00545;0,0157;9000;1000;450;0,1;30000;25436,65
6746;SF_BASE_CASE_MQR_003_387;250;0,0001;0,002;0,0545;0,157;9000;1000;450;0,1;30000;63025,9
6747;SF_BASE_CASE_MQR_003_387;250;0,0001;0,002;0,109;0,314;9000;1000;450;0,1;30000;84033,07
6748;SF_BASE_CASE_MQR_003_387;250;0,001;0,02;0,00545;0,0157;9000;1000;450;0,1;30000;123407
6749;SF_BASE_CASE_MQR_003_387;250;0,001;0,02;0,0545;0,157;9000;1000;450;0,1;30000;255982,5
6750;SF_BASE_CASE_MQR_003_387;250;0,001;0,02;0,109;0,314;9000;1000;450;0,1;30000;332027,7
6751;SF_BASE_CASE_MQR_003_388;251;0,00005;0,001;0,00545;0,0157;5000;100;450;0,1;85000;1683,25
6752;SF_BASE_CASE_MQR_003_388;251;0,00005;0,001;0,0545;0,157;5000;100;450;0,1;85000;3523,88
6753;SF_BASE_CASE_MQR_003_388;251;0,00005;0,001;0,109;0,314;5000;100;450;0,1;85000;4778,34
6754;SF_BASE_CASE_MQR_003_388;251;0,0001;0,002;0,00545;0,0157;5000;100;450;0,1;85000;3327,01
6755;SF_BASE_CASE_MQR_003_388;251;0,0001;0,002;0,0545;0,157;5000;100;450;0,1;85000;6024,63
6756;SF_BASE_CASE_MQR_003_388;251;0,0001;0,002;0,109;0,314;5000;100;450;0,1;85000;7645,52
6757;SF_BASE_CASE_MQR_003_388;251;0,001;0,02;0,00545;0,0157;5000;100;450;0,1;85000;23682,94
6758;SF_BASE_CASE_MQR_003_388;251;0,001;0,02;0,0545;0,157;5000;100;450;0,1;85000;34670,36
6759;SF_BASE_CASE_MQR_003_388;251;0,001;0,02;0,109;0,314;5000;100;450;0,1;85000;40383,5
6760;SF_BASE_CASE_MQR_003_388;251;0,00005;0,001;0,00545;0,0157;7000;100;450;0,1;85000;2290,5
6761;SF_BASE_CASE_MQR_003_388;251;0,00005;0,001;0,0545;0,157;7000;100;450;0,1;85000;4573,32
6762;SF_BASE_CASE_MQR_003_388;251;0,00005;0,001;0,109;0,314;7000;100;450;0,1;85000;6153,76
6763;SF_BASE_CASE_MQR_003_388;251;0,0001;0,002;0,00545;0,0157;7000;100;450;0,1;85000;4556,91
6764;SF_BASE_CASE_MQR_003_388;251;0,0001;0,002;0,0545;0,157;7000;100;450;0,1;85000;8012,78
6765;SF_BASE_CASE_MQR_003_388;251;0,0001;0,002;0,109;0,314;7000;100;450;0,1;85000;10060,7
6766;SF_BASE_CASE_MQR_003_388;251;0,001;0,02;0,00545;0,0157;7000;100;450;0,1;85000;32987,45
6767;SF_BASE_CASE_MQR_003_388;251;0,001;0,02;0,0545;0,157;7000;100;450;0,1;85000;47421,05
6768;SF_BASE_CASE_MQR_003_388;251;0,001;0,02;0,109;0,314;7000;100;450;0,1;85000;54852,1
6769;SF_BASE_CASE_MQR_003_388;251;0,00005;0,001;0,00545;0,0157;9000;100;450;0,1;85000;2803,78
6770;SF_BASE_CASE_MQR_003_388;251;0,00005;0,001;0,0545;0,157;9000;100;450;0,1;85000;5440,88
6771;SF_BASE_CASE_MQR_003_388;251;0,00005;0,001;0,109;0,314;9000;100;450;0,1;85000;7278,46
6772;SF_BASE_CASE_MQR_003_388;251;0,0001;0,002;0,00545;0,0157;9000;100;450;0,1;85000;5591,91
6773;SF_BASE_CASE_MQR_003_388;251;0,0001;0,002;0,0545;0,157;9000;100;450;0,1;85000;9672,97
6774;SF_BASE_CASE_MQR_003_388;251;0,0001;0,002;0,109;0,314;9000;100;450;0,1;85000;12068,45
6775;SF_BASE_CASE_MQR_003_388;251;0,001;0,02;0,00545;0,0157;9000;100;450;0,1;85000;40947,4
6776;SF_BASE_CASE_MQR_003_388;251;0,001;0,02;0,0545;0,157;9000;100;450;0,1;85000;58204,6
6777;SF_BASE_CASE_MQR_003_388;251;0,001;0,02;0,109;0,314;9000;100;450;0,1;85000;67057,23
6778;SF_BASE_CASE_MQR_003_389;252;0,00005;0,001;0,00545;0,0157;5000;200;450;0,1;85000;2570,11
6779;SF_BASE_CASE_MQR_003_389;252;0,00005;0,001;0,0545;0,157;5000;200;450;0,1;85000;6048,53
6780;SF_BASE_CASE_MQR_003_389;252;0,00005;0,001;0,109;0,314;5000;200;450;0,1;85000;8451,52
6781;SF_BASE_CASE_MQR_003_389;252;0,0001;0,002;0,00545;0,0157;5000;200;450;0,1;85000;4859,72
6782;SF_BASE_CASE_MQR_003_389;252;0,0001;0,002;0,0545;0,157;5000;200;450;0,1;85000;10065,67
6783;SF_BASE_CASE_MQR_003_389;252;0,0001;0,002;0,109;0,314;5000;200;450;0,1;85000;13196,53
6784;SF_BASE_CASE_MQR_003_389;252;0,001;0,02;0,00545;0,0157;5000;200;450;0,1;85000;31051,49
6785;SF_BASE_CASE_MQR_003_389;252;0,001;0,02;0,0545;0,157;5000;200;450;0,1;85000;50357,69
6786;SF_BASE_CASE_MQR_003_389;252;0,001;0,02;0,109;0,314;5000;200;450;0,1;85000;61112,05
6787;SF_BASE_CASE_MQR_003_389;252;0,00005;0,001;0,00545;0,0157;7000;200;450;0,1;85000;3450,16
6788;SF_BASE_CASE_MQR_003_389;252;0,00005;0,001;0,0545;0,157;7000;200;450;0,1;85000;7761,36
6789;SF_BASE_CASE_MQR_003_389;252;0,00005;0,001;0,109;0,314;7000;200;450;0,1;85000;10776,96
6790;SF_BASE_CASE_MQR_003_389;252;0,0001;0,002;0,00545;0,0157;7000;200;450;0,1;85000;6562,78
6791;SF_BASE_CASE_MQR_003_389;252;0,0001;0,002;0,0545;0,157;7000;200;450;0,1;85000;13209,84
6792;SF_BASE_CASE_MQR_003_389;252;0,0001;0,002;0,109;0,314;7000;200;450;0,1;85000;17182,18
6793;SF_BASE_CASE_MQR_003_389;252;0,001;0,02;0,00545;0,0157;7000;200;450;0,1;85000;42927,96
6794;SF_BASE_CASE_MQR_003_389;252;0,001;0,02;0,0545;0,157;7000;200;450;0,1;85000;67971,47
6795;SF_BASE_CASE_MQR_003_389;252;0,001;0,02;0,109;0,314;7000;200;450;0,1;85000;81784,33
6796;SF_BASE_CASE_MQR_003_389;252;0,00005;0,001;0,00545;0,0157;9000;200;450;0,1;85000;4189,71
6797;SF_BASE_CASE_MQR_003_389;252;0,00005;0,001;0,0545;0,157;9000;200;450;0,1;85000;9164,58
6798;SF_BASE_CASE_MQR_003_389;252;0,00005;0,001;0,109;0,314;9000;200;450;0,1;85000;12659,79
6799;SF_BASE_CASE_MQR_003_389;252;0,0001;0,002;0,00545;0,0157;9000;200;450;0,1;85000;7996,22
6800;SF_BASE_CASE_MQR_003_389;252;0,0001;0,002;0,0545;0,157;9000;200;450;0,1;85000;15821,86
6801;SF_BASE_CASE_MQR_003_389;252;0,0001;0,002;0,109;0,314;9000;200;450;0,1;85000;20460,74
6802;SF_BASE_CASE_MQR_003_389;252;0,001;0,02;0,00545;0,0157;9000;200;450;0,1;85000;53002,19
6803;SF_BASE_CASE_MQR_003_389;252;0,001;0,02;0,0545;0,157;9000;200;450;0,1;85000;82766,89
6804;SF_BASE_CASE_MQR_003_389;252;0,001;0,02;0,109;0,314;9000;200;450;0,1;85000;99053,79
6805;SF_BASE_CASE_MQR_003_390;253;0,00005;0,001;0,00545;0,0157;5000;300;450;0,1;85000;3431,61
6806;SF_BASE_CASE_MQR_003_390;253;0,00005;0,001;0,0545;0,157;5000;300;450;0,1;85000;8602,52
6807;SF_BASE_CASE_MQR_003_390;253;0,00005;0,001;0,109;0,314;5000;300;450;0,1;85000;12165,41
6808;SF_BASE_CASE_MQR_003_390;253;0,0001;0,002;0,00545;0,0157;5000;300;450;0,1;85000;6310,08
6809;SF_BASE_CASE_MQR_003_390;253;0,0001;0,002;0,0545;0,157;5000;300;450;0,1;85000;14115,18
6810;SF_BASE_CASE_MQR_003_390;253;0,0001;0,002;0,109;0,314;5000;300;450;0,1;85000;18787,98
6811;SF_BASE_CASE_MQR_003_390;253;0,001;0,02;0,00545;0,0157;5000;300;450;0,1;85000;37375,38
6812;SF_BASE_CASE_MQR_003_390;253;0,001;0,02;0,0545;0,157;5000;300;450;0,1;85000;65179,28
6813;SF_BASE_CASE_MQR_003_390;253;0,001;0,02;0,109;0,314;5000;300;450;0,1;85000;81232,94
6814;SF_BASE_CASE_MQR_003_390;253;0,00005;0,001;0,00545;0,0157;7000;300;450;0,1;85000;4565,96
6815;SF_BASE_CASE_MQR_003_390;253;0,00005;0,001;0,0545;0,157;7000;300;450;0,1;85000;10982,93
6816;SF_BASE_CASE_MQR_003_390;253;0,00005;0,001;0,109;0,314;7000;300;450;0,1;85000;15455,67
6817;SF_BASE_CASE_MQR_003_390;253;0,0001;0,002;0,00545;0,0157;7000;300;450;0,1;85000;8444,98
6818;SF_BASE_CASE_MQR_003_390;253;0,0001;0,002;0,0545;0,157;7000;300;450;0,1;85000;18406,12
6819;SF_BASE_CASE_MQR_003_390;253;0,0001;0,002;0,109;0,314;7000;300;450;0,1;85000;24344,07
6820;SF_BASE_CASE_MQR_003_390;253;0,001;0,02;0,00545;0,0157;7000;300;450;0,1;85000;51362,74
6821;SF_BASE_CASE_MQR_003_390;253;0,001;0,02;0,0545;0,157;7000;300;450;0,1;85000;87198
6822;SF_BASE_CASE_MQR_003_390;253;0,001;0,02;0,109;0,314;7000;300;450;0,1;85000;107706,1
6823;SF_BASE_CASE_MQR_003_390;253;0,00005;0,001;0,00545;0,0157;9000;300;450;0,1;85000;5516,93
6824;SF_BASE_CASE_MQR_003_390;253;0,00005;0,001;0,0545;0,157;9000;300;450;0,1;85000;12924,17
6825;SF_BASE_CASE_MQR_003_390;253;0,00005;0,001;0,109;0,314;9000;300;450;0,1;85000;18108,53
6826;SF_BASE_CASE_MQR_003_390;253;0,0001;0,002;0,00545;0,0157;9000;300;450;0,1;85000;10235,55
6827;SF_BASE_CASE_MQR_003_390;253;0,0001;0,002;0,0545;0,157;9000;300;450;0,1;85000;21956,24
6828;SF_BASE_CASE_MQR_003_390;253;0,0001;0,002;0,109;0,314;9000;300;450;0,1;85000;28894,31
6829;SF_BASE_CASE_MQR_003_390;253;0,001;0,02;0,00545;0,0157;9000;300;450;0,1;85000;63185,09
6830;SF_BASE_CASE_MQR_003_390;253;0,001;0,02;0,0545;0,157;9000;300;450;0,1;85000;105597,6
6831;SF_BASE_CASE_MQR_003_390;253;0,001;0,02;0,109;0,314;9000;300;450;0,1;85000;129832,5
6832;SF_BASE_CASE_MQR_003_391;254;0,00005;0,001;0,00545;0,0157;5000;400;450;0,1;85000;4282,39
6833;SF_BASE_CASE_MQR_003_391;254;0,00005;0,001;0,0545;0,157;5000;400;450;0,1;85000;11123,79
6834;SF_BASE_CASE_MQR_003_391;254;0,00005;0,001;0,109;0,314;5000;400;450;0,1;85000;15826,41
6835;SF_BASE_CASE_MQR_003_391;254;0,0001;0,002;0,00545;0,0157;5000;400;450;0,1;85000;7738,48
6836;SF_BASE_CASE_MQR_003_391;254;0,0001;0,002;0,0545;0,157;5000;400;450;0,1;85000;18110,23
6837;SF_BASE_CASE_MQR_003_391;254;0,0001;0,002;0,109;0,314;5000;400;450;0,1;85000;24294,69
6838;SF_BASE_CASE_MQR_003_391;254;0,001;0,02;0,00545;0,0157;5000;400;450;0,1;85000;43268,82
6839;SF_BASE_CASE_MQR_003_391;254;0,001;0,02;0,0545;0,157;5000;400;450;0,1;85000;79757,48
6840;SF_BASE_CASE_MQR_003_391;254;0,001;0,02;0,109;0,314;5000;400;450;0,1;85000;101088,4
6841;SF_BASE_CASE_MQR_003_391;254;0,00005;0,001;0,00545;0,0157;7000;400;450;0,1;85000;5668,6
6842;SF_BASE_CASE_MQR_003_391;254;0,00005;0,001;0,0545;0,157;7000;400;450;0,1;85000;14164,46
6843;SF_BASE_CASE_MQR_003_391;254;0,00005;0,001;0,109;0,314;7000;400;450;0,1;85000;20070,59
6844;SF_BASE_CASE_MQR_003_391;254;0,0001;0,002;0,00545;0,0157;7000;400;450;0,1;85000;10285,91
6845;SF_BASE_CASE_MQR_003_391;254;0,0001;0,002;0,0545;0,157;7000;400;450;0,1;85000;23539,03
6846;SF_BASE_CASE_MQR_003_391;254;0,0001;0,002;0,109;0,314;7000;400;450;0,1;85000;31405,54
6847;SF_BASE_CASE_MQR_003_391;254;0,001;0,02;0,00545;0,0157;7000;400;450;0,1;85000;59186,41
6848;SF_BASE_CASE_MQR_003_391;254;0,001;0,02;0,0545;0,157;7000;400;450;0,1;85000;106002,3
6849;SF_BASE_CASE_MQR_003_391;254;0,001;0,02;0,109;0,314;7000;400;450;0,1;85000;133269,3
6850;SF_BASE_CASE_MQR_003_391;254;0,00005;0,001;0,00545;0,0157;9000;400;450;0,1;85000;6827,28
6851;SF_BASE_CASE_MQR_003_391;254;0,00005;0,001;0,0545;0,157;9000;400;450;0,1;85000;16638,43
6852;SF_BASE_CASE_MQR_003_391;254;0,00005;0,001;0,109;0,314;9000;400;450;0,1;85000;23483,85
6853;SF_BASE_CASE_MQR_003_391;254;0,0001;0,002;0,00545;0,0157;9000;400;450;0,1;85000;12423,21
6854;SF_BASE_CASE_MQR_003_391;254;0,0001;0,002;0,0545;0,157;9000;400;450;0,1;85000;28018,47
6855;SF_BASE_CASE_MQR_003_391;254;0,0001;0,002;0,109;0,314;9000;400;450;0,1;85000;37212,68
6856;SF_BASE_CASE_MQR_003_391;254;0,001;0,02;0,00545;0,0157;9000;400;450;0,1;85000;72603,77
6857;SF_BASE_CASE_MQR_003_391;254;0,001;0,02;0,0545;0,157;9000;400;450;0,1;85000;127937,5
6858;SF_BASE_CASE_MQR_003_391;254;0,001;0,02;0,109;0,314;9000;400;450;0,1;85000;160069,6
6859;SF_BASE_CASE_MQR_003_392;255;0,00005;0,001;0,00545;0,0157;5000;500;450;0,1;85000;5176,1
6860;SF_BASE_CASE_MQR_003_392;255;0,00005;0,001;0,0545;0,157;5000;500;450;0,1;85000;13686,68
6861;SF_BASE_CASE_MQR_003_392;255;0,00005;0,001;0,109;0,314;5000;500;450;0,1;85000;19520,94
6862;SF_BASE_CASE_MQR_003_392;255;0,0001;0,002;0,00545;0,0157;5000;500;450;0,1;85000;9202,16
6863;SF_BASE_CASE_MQR_003_392;255;0,0001;0,002;0,0545;0,157;5000;500;450;0,1;85000;22172,04
6864;SF_BASE_CASE_MQR_003_392;255;0,0001;0,002;0,109;0,314;5000;500;450;0,1;85000;29864,07
6865;SF_BASE_CASE_MQR_003_392;255;0,001;0,02;0,00545;0,0157;5000;500;450;0,1;85000;49128,43
6866;SF_BASE_CASE_MQR_003_392;255;0,001;0,02;0,0545;0,157;5000;500;450;0,1;85000;94692,68
6867;SF_BASE_CASE_MQR_003_392;255;0,001;0,02;0,109;0,314;5000;500;450;0,1;85000;121383,1
6868;SF_BASE_CASE_MQR_003_392;255;0,00005;0,001;0,00545;0,0157;7000;500;450;0,1;85000;6828,94
6869;SF_BASE_CASE_MQR_003_392;255;0,00005;0,001;0,0545;0,157;7000;500;450;0,1;85000;17410,67
6870;SF_BASE_CASE_MQR_003_392;255;0,00005;0,001;0,109;0,314;7000;500;450;0,1;85000;24741,27
6871;SF_BASE_CASE_MQR_003_392;255;0,0001;0,002;0,00545;0,0157;7000;500;450;0,1;85000;12172,51
6872;SF_BASE_CASE_MQR_003_392;255;0,0001;0,002;0,0545;0,157;7000;500;450;0,1;85000;28766,97
6873;SF_BASE_CASE_MQR_003_392;255;0,0001;0,002;0,109;0,314;7000;500;450;0,1;85000;38558,31
6874;SF_BASE_CASE_MQR_003_392;255;0,001;0,02;0,00545;0,0157;7000;500;450;0,1;85000;66920,74
6875;SF_BASE_CASE_MQR_003_392;255;0,001;0,02;0,0545;0,157;7000;500;450;0,1;85000;125312,7
6876;SF_BASE_CASE_MQR_003_392;255;0,001;0,02;0,109;0,314;7000;500;450;0,1;85000;159463,4
6877;SF_BASE_CASE_MQR_003_392;255;0,00005;0,001;0,00545;0,0157;9000;500;450;0,1;85000;8207,14
6878;SF_BASE_CASE_MQR_003_392;255;0,00005;0,001;0,0545;0,157;9000;500;450;0,1;85000;20436,39
6879;SF_BASE_CASE_MQR_003_392;255;0,00005;0,001;0,109;0,314;9000;500;450;0,1;85000;28935,9
6880;SF_BASE_CASE_MQR_003_392;255;0,0001;0,002;0,00545;0,0157;9000;500;450;0,1;85000;14659,81
6881;SF_BASE_CASE_MQR_003_392;255;0,0001;0,002;0,0545;0,157;9000;500;450;0,1;85000;34202,6
6882;SF_BASE_CASE_MQR_003_392;255;0,0001;0,002;0,109;0,314;9000;500;450;0,1;85000;45656,08
6883;SF_BASE_CASE_MQR_003_392;255;0,001;0,02;0,00545;0,0157;9000;500;450;0,1;85000;81892,7
6884;SF_BASE_CASE_MQR_003_392;255;0,001;0,02;0,0545;0,157;9000;500;450;0,1;85000;150768,6
6885;SF_BASE_CASE_MQR_003_392;255;0,001;0,02;0,109;0,314;9000;500;450;0,1;85000;191066,1
6886;SF_BASE_CASE_MQR_003_393;256;0,00005;0,001;0,00545;0,0157;5000;600;450;0,1;85000;6090,62
6887;SF_BASE_CASE_MQR_003_393;256;0,00005;0,001;0,0545;0,157;5000;600;450;0,1;85000;16284,73
6888;SF_BASE_CASE_MQR_003_393;256;0,00005;0,001;0,109;0,314;5000;600;450;0,1;85000;23246,33
6889;SF_BASE_CASE_MQR_003_393;256;0,0001;0,002;0,00545;0,0157;5000;600;450;0,1;85000;10691,78
6890;SF_BASE_CASE_MQR_003_393;256;0,0001;0,002;0,0545;0,157;5000;600;450;0,1;85000;26290,67
6891;SF_BASE_CASE_MQR_003_393;256;0,0001;0,002;0,109;0,314;5000;600;450;0,1;85000;35487,49
6892;SF_BASE_CASE_MQR_003_393;256;0,001;0,02;0,00545;0,0157;5000;600;450;0,1;85000;54873,93
6893;SF_BASE_CASE_MQR_003_393;256;0,001;0,02;0,0545;0,157;5000;600;450;0,1;85000;109710,3
6894;SF_BASE_CASE_MQR_003_393;256;0,001;0,02;0,109;0,314;5000;600;450;0,1;85000;141830
6895;SF_BASE_CASE_MQR_003_393;256;0,00005;0,001;0,00545;0,0157;7000;600;450;0,1;85000;8014,11
6896;SF_BASE_CASE_MQR_003_393;256;0,00005;0,001;0,0545;0,157;7000;600;450;0,1;85000;20708,11
6897;SF_BASE_CASE_MQR_003_393;256;0,00005;0,001;0,109;0,314;7000;600;450;0,1;85000;29460,42
6898;SF_BASE_CASE_MQR_003_393;256;0,0001;0,002;0,00545;0,0157;7000;600;450;0,1;85000;14102,25
6899;SF_BASE_CASE_MQR_003_393;256;0,0001;0,002;0,0545;0,157;7000;600;450;0,1;85000;34075,57
6900;SF_BASE_CASE_MQR_003_393;256;0,0001;0,002;0,109;0,314;7000;600;450;0,1;85000;45794,78
6901;SF_BASE_CASE_MQR_003_393;256;0,001;0,02;0,00545;0,0157;7000;600;450;0,1;85000;74462,48
6902;SF_BASE_CASE_MQR_003_393;256;0,001;0,02;0,0545;0,157;7000;600;450;0,1;85000;144691,7
6903;SF_BASE_CASE_MQR_003_393;256;0,001;0,02;0,109;0,314;7000;600;450;0,1;85000;185845,2
6904;SF_BASE_CASE_MQR_003_393;256;0,00005;0,001;0,00545;0,0157;9000;600;450;0,1;85000;9616,76
6905;SF_BASE_CASE_MQR_003_393;256;0,00005;0,001;0,0545;0,157;9000;600;450;0,1;85000;24300,04
6906;SF_BASE_CASE_MQR_003_393;256;0,00005;0,001;0,109;0,314;9000;600;450;0,1;85000;34448,62
6907;SF_BASE_CASE_MQR_003_393;256;0,0001;0,002;0,00545;0,0157;9000;600;450;0,1;85000;16934,09
6908;SF_BASE_CASE_MQR_003_393;256;0,0001;0,002;0,0545;0,157;9000;600;450;0,1;85000;40485,46
6909;SF_BASE_CASE_MQR_003_393;256;0,0001;0,002;0,109;0,314;9000;600;450;0,1;85000;54202,52
6910;SF_BASE_CASE_MQR_003_393;256;0,001;0,02;0,00545;0,0157;9000;600;450;0,1;85000;90941,37
6911;SF_BASE_CASE_MQR_003_393;256;0,001;0,02;0,0545;0,157;9000;600;450;0,1;85000;173748,1
6912;SF_BASE_CASE_MQR_003_393;256;0,001;0,02;0,109;0,314;9000;600;450;0,1;85000;222286,5
6913;SF_BASE_CASE_MQR_003_394;257;0,00005;0,001;0,00545;0,0157;5000;700;450;0,1;85000;7011,12
6914;SF_BASE_CASE_MQR_003_394;257;0,00005;0,001;0,0545;0,157;5000;700;450;0,1;85000;18903,09
6915;SF_BASE_CASE_MQR_003_394;257;0,00005;0,001;0,109;0,314;5000;700;450;0,1;85000;26989,38
6916;SF_BASE_CASE_MQR_003_394;257;0,0001;0,002;0,00545;0,0157;5000;700;450;0,1;85000;12184,04
6917;SF_BASE_CASE_MQR_003_394;257;0,0001;0,002;0,0545;0,157;5000;700;450;0,1;85000;30446,19
6918;SF_BASE_CASE_MQR_003_394;257;0,0001;0,002;0,109;0,314;5000;700;450;0,1;85000;41151,69
6919;SF_BASE_CASE_MQR_003_394;257;0,001;0,02;0,00545;0,0157;5000;700;450;0,1;85000;60558,32
6920;SF_BASE_CASE_MQR_003_394;257;0,001;0,02;0,0545;0,157;5000;700;450;0,1;85000;124690,8
6921;SF_BASE_CASE_MQR_003_394;257;0,001;0,02;0,109;0,314;5000;700;450;0,1;85000;162259,7
6922;SF_BASE_CASE_MQR_003_394;257;0,00005;0,001;0,00545;0,0157;7000;700;450;0,1;85000;9207,04
6923;SF_BASE_CASE_MQR_003_394;257;0,00005;0,001;0,0545;0,157;7000;700;450;0,1;85000;24035,56
6924;SF_BASE_CASE_MQR_003_394;257;0,00005;0,001;0,109;0,314;7000;700;450;0,1;85000;34205,68
6925;SF_BASE_CASE_MQR_003_394;257;0,0001;0,002;0,00545;0,0157;7000;700;450;0,1;85000;16028,51
6926;SF_BASE_CASE_MQR_003_394;257;0,0001;0,002;0,0545;0,157;7000;700;450;0,1;85000;39431,17
6927;SF_BASE_CASE_MQR_003_394;257;0,0001;0,002;0,109;0,314;7000;700;450;0,1;85000;53089,84
6928;SF_BASE_CASE_MQR_003_394;257;0,001;0,02;0,00545;0,0157;7000;700;450;0,1;85000;81893,85
6929;SF_BASE_CASE_MQR_003_394;257;0,001;0,02;0,0545;0,157;7000;700;450;0,1;85000;164071,5
6930;SF_BASE_CASE_MQR_003_394;257;0,001;0,02;0,109;0,314;7000;700;450;0,1;85000;212202,1
6931;SF_BASE_CASE_MQR_003_394;257;0,00005;0,001;0,00545;0,0157;9000;700;450;0,1;85000;11035,33
6932;SF_BASE_CASE_MQR_003_394;257;0,00005;0,001;0,0545;0,157;9000;700;450;0,1;85000;28201,42
6933;SF_BASE_CASE_MQR_003_394;257;0,00005;0,001;0,109;0,314;9000;700;450;0,1;85000;39997,23
6934;SF_BASE_CASE_MQR_003_394;257;0,0001;0,002;0,00545;0,0157;9000;700;450;0,1;85000;19218,73
